price,size_in_m_2,longitude,latitude,no_of_bedrooms,no_of_bathrooms,quality
794000,43.757312999999996,55.26667,25.183515,1,1,1
1288000,84.820439,55.282766,25.18813,2,2,1
690000,39.762484,55.26667,25.183515,0,1,1
999000,64.660488,55.26667,25.183515,1,1,1
2437000,157.563488,55.26667,25.183515,3,3,1
2439000,156.634458,55.26667,25.183515,3,3,1
2448000,157.563488,55.26667,25.183515,3,3,1
2312000,97.176538,55.26667,25.183515,1,2,0
1644000,92.066873,55.26667,25.183515,2,2,0
3863000,178.652469,55.145517000000005,25.08726,3,4,1
3890000,180.138917,55.145517000000005,25.08726,3,4,1
1915000,185.806,55.291922,25.185823000000003,3,4,2
1340000,130.0642,55.171838,25.088533,2,2,1
560000,45.615373,55.26749,25.187446,0,1,1
999000,146.229322,55.20799399999999,25.052742,2,3,1
1300000,137.58934299999999,55.211000000000006,25.047618,2,4,0
2750000,153.940271,55.13586,25.072696,3,4,0
2160888,108.789413,55.141275,25.09938,2,3,0
4278888,335.101121,55.15786899999999,25.07868,3,3,1
950000,144.557068,55.146640000000005,25.033564,3,4,1
3900000,201.59951,55.139394,25.082485,3,3,1
620000,70.977892,55.173619,25.092881,1,1,1
700000,62.802428,55.284458,25.175689,1,2,1
1200000,77.202393,55.271342,25.198796,1,2,1
810000,82.590767,55.141291,25.066988,2,2,0
1100000,69.119832,55.270168000000005,25.19752,1,2,0
3762888,203.550473,55.15786899999999,25.07868,3,3,1
2299000,134.244835,55.282343,25.194761,2,3,1
1800000,107.58167399999999,55.152902000000005,25.12913,1,2,1
1000000,152.546726,55.248748,25.0476,2,3,0
489100,52.02568,55.20955,25.04866,0,1,1
480000,47.752142,55.211000000000006,25.047618,0,1,0
850000,38.09023,55.252577,25.181304,0,1,1
330000,27.313482,55.379105,24.98987,0,1,1
650000,64.381779,55.137487,25.078241,1,2,0
680000,71.53531,55.19973,25.050516,1,2,1
5170000,181.996977,55.13193100000001,25.0799,4,4,1
595000,69.026929,55.206373,25.048095,1,2,1
1500000,91.509455,55.277919,25.186913,1,2,1
3950000,186.73503,55.270983,25.201718,3,3,1
1780000,190.45115,55.169437,25.094173,3,3,0
1550000,145.486098,55.17307099999999,25.033519,2,2,0
935000,56.577927,55.138542,25.074958,1,2,1
4362888,110.740376,55.271449,25.195237,2,3,0
19498888,488.019459,55.272126,25.196489,4,5,0
420000,82.404961,55.21530500000001,25.051846,1,2,0
1790000,197.697584,55.170207,25.094276,3,4,1
1586888,56.392121,55.271797,25.195483,1,2,0
2000000,271.369663,55.13738000000001,25.080787,3,3,1
1175000,206.058854,55.24704200000001,25.048067,2,3,0
900000,143.99965,55.246784,25.043586,2,3,0
11000000,291.158002,55.270189,25.201204,5,6,1
850000,42.270865,55.283374,25.191189,0,1,1
1088888,130.99323,55.295312,25.005753,3,3,0
1088888,126.812595,55.296535,25.004936,3,3,1
650000,83.241088,55.14530799999999,25.075364,1,2,1
920000,109.997152,55.139396,25.069288,2,3,1
3000000,333.800479,55.145389,25.076309,3,4,1
3350000,289.114136,55.13821899999999,25.080327,4,4,1
4400000,222.781394,55.140737,25.11594,3,4,1
480000,47.659239,55.26749,25.187446,0,1,1
2100000,210.611101,55.367945,25.218977,3,4,2
695000,66.239839,55.138863,25.081955,0,1,0
2100000,149.759636,55.294217,25.233787,2,2,2
2749000,228.076865,55.13786999999999,25.080162,4,5,1
839000,84.170118,55.178031,25.108627,1,2,0
5900000,178.652469,55.138714,25.083858,2,3,1
3000000,173.449901,55.140317,25.077327,3,3,1
711000,69.398541,55.207733,25.051513,1,2,1
1444000,81.290125,55.189006000000006,25.137198,1,1,1
1750000,152.546726,55.170014,25.09003,2,2,0
3511888,154.776398,55.138635,25.112193,3,3,0
624888,29.821863,55.138635,25.112193,0,1,0
2270000,112.970048,55.25277,25.240419,2,3,1
1200000,113.155854,55.198611,25.047662,2,3,0
1750000,256.505183,55.127361,25.069516,3,4,1
2150000,126.998401,55.274545,25.191527,2,2,1
395000,98.198471,55.365680000000005,25.111535,1,2,1
699999,66.239839,55.138863,25.081955,0,1,0
896000,85.00624499999999,55.247980000000005,25.109367,1,2,1
777950,65.868227,55.142183,25.082591,1,1,1
600000,96.990732,55.246543,25.044699,1,2,1
1000000,121.238415,55.146759,25.088431,2,3,2
6800000,378.11521,55.343628,25.226946,4,4,2
450000,58.064375,55.248316,25.045454,0,1,0
1307392,89.744298,55.31365400000001,25.100474,1,2,0
690777,67.81919,55.105457,25.023846,2,2,1
330000,42.177962,55.223079000000006,25.031902,0,1,0
400000,65.868227,55.20485600000001,25.038332,1,2,0
1850000,120.402288,55.141387,25.116492,1,1,1
650000,47.752142,55.211000000000006,25.047618,0,1,0
1249999,142.513202,55.295714,25.150828,2,3,1
2500000,163.230571,55.28205,25.211032,2,3,1
500000,57.59986,55.146011,25.076447,1,1,2
2000000,165.646049,55.177657,25.108984,3,4,0
1200000,151.710599,55.148401,25.107353,2,3,1
1250000,73.486273,55.153066,25.125472,1,2,1
4600000,187.571157,55.270983,25.201718,3,4,1
674000,87.32882,55.144174,25.073851,1,2,1
1490000,111.297794,55.271002,25.196398,2,3,0
1300000,76.366266,55.14736,25.086376,1,2,1
1750000,152.546726,55.170014,25.09003,2,2,1
559999,99.499113,55.211803,25.051021,1,2,1
850000,123.375184,55.136879,25.071356,2,3,0
1419000,123.56099,55.441623,25.227337,2,3,1
1696000,148.6448,55.441623,25.227337,3,3,1
2500000,123.468087,55.270983,25.201718,2,3,1
1590000,123.096475,55.265446,25.179868,2,3,2
1400000,125.976468,55.270168000000005,25.19752,2,3,1
385000,36.975394,55.152381000000005,25.080143,0,1,1
1700000,143.163523,55.244923,25.107984,2,3,1
1500000,122.167445,55.244923,25.107984,2,3,1
1150000,87.607529,55.272707,25.177373,1,2,1
1500000,79.524968,55.26942,25.195039,1,2,1
799999,86.306887,55.28915799999999,25.189282,1,2,1
2425000,185.806,55.25658000000001,25.183133,3,5,1
1698000,140.469336,55.25658000000001,25.183133,2,3,1
2300000,150.781569,55.188892,25.136864000000003,2,2,1
4950888,216.835602,55.135862,25.072697,4,4,1
1366000,75.808848,55.25277,25.240419,1,1,1
4905000,146.229322,55.235827,25.215192,1,1,1
9209000,208.938847,55.235827,25.215192,2,2,1
730000,72.185631,55.252492,25.01802,1,1,0
1200000,95.318478,55.27839399999999,25.187129,1,2,1
3499888,152.268017,55.274196,25.197316,2,3,2
2099888,105.259099,55.274196,25.197316,1,2,1
1375000,117.98681,55.26250699999999,25.181311,2,2,1
1400000,127.370013,55.14480699999999,25.085322,2,3,1
1000000,84.448827,55.281004,25.18984,1,2,0
1980000,172.149259,55.145075,25.08377,3,3,1
1113661,110.926182,55.212972,25.051528,2,3,1
649411,64.10307,55.212972,25.051528,1,1,1
1850000,152.175114,55.247980000000005,25.109367,3,4,1
420000,87.979141,55.150016,25.03335,1,2,0
2600000,137.960955,55.282665,25.194935,2,3,1
550000,76.552072,55.404096,25.16729,1,2,1
770000,84.170118,55.13875,25.025262,2,2,1
558000,30.193475,55.31558199999999,25.208435,1,1,3
260000,37.254103,55.245986,25.004258,0,1,1
5796888,172.892483,55.271449,25.195237,3,4,1
420000,39.94829,55.09212,24.978409,0,1,1
940000,70.420474,55.296535,25.158305,1,2,1
1800000,114.456496,55.27154399999999,25.19084,2,2,1
2512000,139.726112,55.189006000000006,25.137198,2,2,1
4943888,112.784242,55.271892,25.195745,2,2,0
5876888,144.649971,55.271892,25.195745,3,3,0
995000,64.660488,55.26667,25.183515,1,1,1
1045000,110.09005499999999,55.149287,25.085305,1,2,1
1600000,162.67315299999999,55.265962,25.190578,2,3,1
2500000,277.965776,55.150625,25.089833,3,5,0
360000,40.134096,55.216712,25.053643,0,1,2
1540000,70.884989,55.126352,25.07359,1,2,1
1350000,126.162274,55.201813,25.046403,2,2,3
1350000,126.069371,55.201813,25.046403,2,2,3
899999,123.375184,55.138814,25.064767,2,3,1
1350000,125.790662,55.201813,25.046403,2,2,3
3800000,176.236991,55.126352,25.07359,3,2,1
1350205,124.675826,55.201813,25.046403,2,2,3
2000000,105.259099,55.274196,25.197316,1,2,1
3300000,321.072768,55.131088,25.071448,3,5,0
1650000,144.742874,55.159380000000006,25.077955,2,2,1
661504,62.709525,55.200783,25.046296,1,2,3
958205,121.795833,55.200783,25.046296,2,3,3
840000,107.024256,55.139396,25.069288,2,2,0
1600000,166.946691,55.171817,25.094635,3,3,1
1650000,121.052609,55.13684,25.076576,2,3,1
619500,79.060453,55.20955,25.04866,1,2,3
750204,97.083635,55.20955,25.04866,2,3,3
2400000,165.553146,55.275199,25.206412,2,3,0
900000,89.837201,55.204233,25.049763,1,2,1
365000,38.926357,55.214533,25.066475,0,1,1
650503,69.770153,55.212972,25.051528,1,2,3
999505,111.297794,55.212972,25.051528,2,3,3
2250000,124.582923,55.25277,25.240419,2,3,1
1550000,89.18688,55.277978,25.207533,1,2,1
610502,75.437236,55.206373,25.048095,1,2,3
580000,44.965052,55.13213,25.067918,1,1,1
3400000,271.090954,55.14066,25.082397,4,4,0
2192000,125.511953,55.188957,25.137409,2,2,1
2448000,158.120906,55.188957,25.137409,2,2,1
2112000,126.255177,55.188957,25.137409,2,2,1
699505,78.03852,55.21335,25.050227,1,2,3
2121000,128.020334,55.188957,25.137409,2,2,1
370000,34.559916,55.20792900000001,25.066252,0,1,2
1525000,120.7739,55.265446,25.179868,2,3,1
950000,78.131423,55.136982,25.073151,1,1,1
2245888,106.188129,55.141275,25.09938,2,2,1
1550000,122.910669,55.137779,25.074167000000003,2,2,1
1212000,120.959706,55.17238199999999,25.090018,2,3,1
1550000,114.549399,55.144753,25.08333,2,2,0
1100000,82.126252,55.142624,25.082217,1,2,1
2800000,255.018735,55.313162,25.100921,2,3,1
400888,38.554745,55.154713,25.07913,0,1,2
400888,38.554745,55.154713,25.07913,0,1,2
2100000,120.7739,55.189435,25.137673,2,2,1
1500000,98.291374,55.133627,25.076319,1,2,2
1250000,127.927431,55.136065,25.071436,2,2,0
1750000,152.546726,55.170014,25.09003,2,3,1
1100000,83.519797,55.34360699999999,25.206125,1,1,1
443850,39.205066,55.200783,25.046296,0,1,1
3200000,158.771227,55.268641,25.195236,3,4,0
2950000,282.332217,55.264937,25.190137,3,4,1
270000,42.73538,55.378277,25.091311,0,1,0
499000,62.430816,55.140806000000005,25.071246,1,1,1
2112000,126.255177,55.188957,25.137409,2,3,3
4000000,187.942769,55.270983,25.201718,3,3,1
700000,54.905673,55.12856800000001,25.069265,1,1,0
920000,72.278534,55.282704,25.182869,1,2,1
1650000,175.58667,55.136449,25.111229,1,2,1
1599990,191.287277,55.17069,25.094684,3,3,1
1500000,224.082036,55.136065,25.071436,3,4,1
400888,37.439909,55.148277,25.078148,0,1,1
760888,83.984312,55.148277,25.078148,1,2,1
1005888,99.684919,55.148277,25.078148,2,2,1
1550888,140.933851,55.148277,25.078148,3,3,1
590000,101.635882,55.385389,25.090987,2,2,1
1750000,123.003572,55.136939,25.077213,2,2,0
2600000,204.851115,55.135687,25.075974,3,4,0
2400000,171.127326,55.137946,25.081241,2,2,0
795000,71.442407,55.278974,25.209806,1,2,1
1975000,276.758037,55.150625,25.089833,3,3,0
838000,86.213984,55.13875,25.025262,2,3,1
2300000,170.569908,55.277978,25.207533,2,3,1
34340000,810.299966,55.149621,25.103972,4,6,2
1781920,109.997152,55.309922,25.176686,2,3,0
1352888,69.212735,55.141275,25.09938,1,1,1
2800000,186.920836,55.2758,25.171461,3,3,1
15950000,469.067247,55.149621,25.103972,4,6,2
488888,64.846294,55.297034,25.00373,1,2,1
1459888,70.420474,55.141699,25.100553,1,1,1
1350000,146.693837,55.14512,25.081243,2,4,0
1499000,175.02925199999999,55.131009,25.072573,3,3,0
2130888,73.486273,55.28566800000001,25.195503,1,2,1
890000,70.60628,55.34555400000001,25.203553,1,1,1
2400000,259.942594,55.150723,25.079569,3,5,1
1850000,130.0642,55.171065000000006,25.088903,2,2,1
2090000,98.570083,55.14034300000001,25.080542,2,2,1
1970000,81.940446,55.126527,25.072569,1,2,1
3300000,109.62554,55.126527,25.072569,2,3,0
31440000,607.771426,55.149621,25.103972,4,6,2
4856888,193.981464,55.141275,25.09938,3,3,1
1396000,155.333816,55.262829,25.208262,1,2,0
1300000,171.220229,55.128579,25.071504,3,3,1
1400000,108.975219,55.149275,25.106668,1,1,0
3800000,167.875721,55.128089,25.072954,3,3,1
7000000,377.929404,55.343628,25.226946,4,6,0
1175000,301.656041,55.137958,24.865992,3,2,2
2000000,79.617871,55.126352,25.07359,1,2,1
980888,101.078464,55.26991,25.191107,1,1,1
1350000,146.600934,55.14512,25.081243,2,4,0
18040888,488.019459,55.272126,25.196489,4,4,1
360000,55.7418,55.254242000000005,25.15308,0,1,1
2700000,99.963628,55.148769,25.10433,1,2,1
550000,78.688841,55.221942000000006,25.037477,1,2,1
1500000,100.985561,55.310712,25.176892,2,2,3
1230000,70.60628,55.276684,25.166145,1,2,1
2900000,179.30279,55.34505600000001,25.2065,3,5,1
675000,68.74822,55.22984399999999,25.073858,1,2,1
760887,74.3224,55.154713,25.07913,1,2,2
